Date,Open,High,Low,Close,Volume
2020-01-02,71.47661470907116,72.52859683396065,71.223274257406,72.46827697753906,135480400
2020-01-03,71.69614448126268,72.52373073569198,71.53931440462966,71.76370239257812,146322800
2020-01-06,70.88544951706788,72.37413871472036,70.6345169765996,72.33553314208984,118387200
2020-01-07,72.34518136276596,72.60093682086747,71.7757657732598,71.99533081054688,108872000
2020-01-08,71.69856646684151,73.45507969178227,71.69856646684151,73.15348052978516,132079200
2020-01-09,74.13067516689924,74.90035698659045,73.87974991049977,74.70733642578125,170108400
2020-01-10,74.94138611501243,75.4408362602049,74.37437802964394,74.87623596191406,140644800
2020-01-13,75.1923057311866,76.50245093143005,75.07407383392189,76.47590637207031,121532000
2020-01-14,76.4131928848304,76.62310479558539,75.32019744072484,75.44324493408203,161954400
2020-01-15,75.24296601736016,76.12363416339696,74.68801909995545,75.11991119384766,121923600
2020-01-16,75.66278838334783,76.1718916266167,75.30086936839069,76.06089782714844,108829200
2020-01-17,76.30943200280402,76.90539240608445,76.00300982033474,76.90298461914062,137816400
2020-01-21,76.53141272712692,76.97295078497612,76.2442896548719,76.38182067871094,110843200
2020-01-22,76.86679969961068,77.20700458892972,76.56037746579443,76.65447998046875,101832400
2020-01-23,76.70753760258107,77.1032319252794,76.15982874124028,77.02361297607422,104472000
2020-01-24,77.26972598534742,78.01286327957854,76.61103058846822,76.80164337158203,146537600
2020-01-27,74.81108286986905,75.22366854186772,73.56125746709372,74.54326629638672,161940000
2020-01-28,75.42392003858633,76.82333720742922,75.32499462968462,76.65203094482422,162234000
2020-01-29,78.28309057876027,79.1034389225781,77.54236118317645,78.25654602050781,216229200
2020-01-30,77.33970079826872,78.19623972141919,76.9078086113338,78.14315795898438,126743200
2020-01-31,77.43378134455115,77.85602021422844,74.38401413760657,74.67837524414062,199588400
2020-02-03,73.42133019707448,75.63868882615688,72.919472204784,74.47331237792969,173788400
2020-02-04,76.0777843995069,77.12252801422878,75.67243689523981,76.93191528320312,136616400
2020-02-05,78.0587078925949,78.35789935199301,76.95606664401838,77.55926513671875,118826800
2020-02-06,77.82947234428954,78.46886107230499,77.27211770182508,78.46644592285156,105425600
2020-02-07,77.96583518982163,78.21494247737544,76.90894303407646,77.39990234375,117684000
2020-02-10,75.98505390529154,77.76750183105469,75.90524599878522,77.76750183105469,109348800
2020-02-11,78.26329603987216,78.335848675863,77.08063640806871,77.29830169677734,94323200
2020-02-12,77.74816513747918,79.13881418044723,77.74816513747918,79.13397979736328,113730400
2020-02-13,78.40599987113015,78.8969591321478,78.20284507837152,78.5704574584961,94747600
2020-02-14,78.53901899642953,78.83892050632156,78.08192253766144,78.58981323242188,80113600
2020-02-18,76.27045008047632,77.33218399932765,76.08906106405882,77.15079498291016,152531200
2020-02-19,77.39264718918032,78.49791270322793,77.39264718918032,78.26815032958984,93984000
2020-02-20,78.0287063254119,78.51724467318775,76.95971731481961,77.4651870727539,100566000
2020-02-21,77.05888657687778,77.50147989029539,75.09504942814512,75.7117691040039,129554000
2020-02-24,71.89292541072396,73.56653705998549,69.95085421270655,72.11542510986328,222195200
2020-02-25,72.7853553748288,73.1674782506727,69.20110730705076,69.67271423339844,230673600
2020-02-26,69.29785906555418,72.04288097148186,69.29060380017634,70.77799224853516,198054800
2020-02-27,67.98460978013814,69.16968329754985,66.015930635838,66.1513671875,320605600
2020-02-28,62.21885173263986,67.3340203730767,62.00359989656375,66.11266326904297,426510000
2020-03-02,68.26998589980724,72.90387135222704,67.16714131154524,72.2677993774414,341397200
2020-03-03,73.4432035732901,73.52301148955354,69.12130192834442,69.97262573242188,319475600
2020-03-04,71.69463464059376,73.37792313190361,70.89410480767575,73.21829986572266,219178400
2020-03-05,71.47209384482164,72.44675702043206,70.47808575850526,70.8432846069336,187572800
2020-03-06,68.20227675514613,70.33541356546097,68.01605333738418,69.90249633789062,226176800
2020-03-09,63.78845614363864,67.25661245643286,63.60706716882261,64.37374114990234,286744800
2020-03-10,67.02687337652254,69.27609424415243,65.14767842910632,69.01005554199219,285290000
2020-03-11,67.08732407289723,68.01361390598325,65.74987554201819,66.61328887939453,255598800
2020-03-12,61.8996002456348,65.30003870789042,59.97929481317342,60.03491973876953,418474000
2020-03-13,64.06418648557232,67.69922212839465,61.176469024415624,67.22760772705078,370732000
2020-03-16,58.51608417323279,62.65900596438449,58.044473563602175,58.5789680480957,322423600
2020-03-17,59.860787730415886,62.30349073818724,57.65751584296428,61.15469741821289,324056000
2020-03-18,57.98884992987561,60.46299463712357,57.3479399725011,59.65762710571289,300233600
2020-03-19,59.83176871542281,61.149861434253346,58.67571640074359,59.20053482055664,271857200
2020-03-20,59.78098394677199,60.90559811822868,55.14226370959631,55.442161560058594,401693200
2020-03-23,55.16160823517076,55.263185639015276,51.420157253571155,54.26433563232422,336752800
2020-03-24,57.16414681678831,59.90433080067905,56.6659322179662,59.708431243896484,287531200
2020-03-25,60.64439789917577,62.45828816535252,59.08445300833761,59.379512786865234,303602000
2020-03-26,59.62136242441082,62.56228025300905,59.58266521460016,62.50423812866211,252087200
2020-03-27,61.12809336695391,61.882670430565696,59.74953769675213,59.91641616821289,204216800
2020-03-30,60.64198021312565,61.798032638117675,60.317895683529414,61.62631607055664,167976400
2020-03-31,61.81737089780695,63.483727291886396,60.946702246706586,61.50054168701172,197002000
2020-04-01,59.61652017243426,60.15343192722889,57.83407204839957,58.26456832885742,176218400
2020-04-02,58.12670897901646,59.290016512254034,57.29473750591379,59.23680877685547,165934000
2020-04-03,58.721676049554524,59.423045489400614,57.79538229351841,58.385501861572266,129880000
2020-04-06,60.68066757934002,63.63367854249636,60.31305518274137,63.47889709472656,201820400
2020-04-07,65.49352388136515,65.71119660334946,62.63967300560569,62.74366760253906,202887200
2020-04-08,63.544192303076315,64.66396824725281,63.17900080091498,64.34956359863281,168895200
2020-04-09,64.98563166236876,65.31696770263731,64.01822371729881,64.81391143798828,161834800
2020-04-13,64.89128761514783,66.1948729976688,64.2914922006389,66.0860366821289,131022800
2020-04-14,67.71856827528313,69.71384751910844,67.24695386535642,69.42362213134766,194994800
2020-04-15,68.29901107744294,69.2494877739681,67.87093564591146,68.78997039794922,131154400
2020-04-16,69.50342631571836,69.70174671960459,68.28691109689659,69.3365478515625,157125200
2020-04-17,68.85286351845254,69.39945153562385,66.95915775635743,68.39575958251953,215250000
2020-04-20,67.22276798842614,68.12487124671051,66.95672930580358,66.97607421875,130015200
2020-04-21,66.81886518475746,67.05346190215134,64.19476970811112,64.90581512451172,180991600
2020-04-22,66.17312073347611,67.21066785744529,65.832115915965,66.77533721923828,116862400
2020-04-23,66.71973354012535,68.14182498152778,66.477881455009,66.5165786743164,124814400
2020-04-24,67.04136083298931,68.44652001629251,66.9929874926138,68.43684387207031,126161200
2020-04-27,68.1538936670834,68.81657319534303,67.70647335185146,68.48523712158203,117087600
2020-04-28,68.94717557214871,69.1285646001926,67.28323975471295,67.37513732910156,112004800
2020-04-29,68.86252533126566,70.05727484881541,68.65937052894684,69.58808135986328,137280800
2020-04-30,70.12739587868194,71.2326611643709,69.73801774571496,71.05610656738281,183064000
2020-05-01,69.23013833651491,72.31375148512824,69.13339900800005,69.91216278076172,240616800
2020-05-04,69.93636455572125,71.02953322733046,69.24708469755467,70.90135192871094,133568000
2020-05-05,71.36085458478117,72.79745613687825,71.21574190038736,71.96548461914062,147751200
2020-05-06,72.66685920210755,73.33920755337681,72.28231535832381,72.70797729492188,142333600
2020-05-07,73.33437600959047,73.80599044082199,73.0320609589904,73.46013641357422,115215200
2020-05-08,74.11974268821213,75.26194703967974,73.792357201285,75.2085952758789,133838400
2020-05-11,74.71630682370795,76.88673708897407,74.50774723825187,76.39202880859375,145946400
2020-05-12,77.07590132316346,77.52696763422976,75.39775910098548,75.51901245117188,162301200
2020-05-13,75.6984577813938,76.61998759486177,73.53044749592581,74.607177734375,200622400
2020-05-14,73.84570540703209,75.12614027584165,73.12303289595279,75.06551361083984,158929200
2020-05-15,72.83689630557373,74.66781911832467,72.80294181174233,74.62174224853516,166348400
2020-05-18,75.94583922224601,76.75338341225793,75.25469353128105,76.37992095947266,135178400
2020-05-19,76.39688667871405,77.24323270759544,75.90702580080492,75.93855285644531,101729600
2020-05-20,76.7970088377273,77.48572687771853,76.75820688327083,77.4154052734375,111504800
2020-05-21,77.27718574052247,77.81797834459402,76.60058997680626,76.83824920654297,102688800
2020-05-22,76.57633494565745,77.41541342276373,76.47448628011443,77.33296203613281,81803200
2020-05-26,78.4509106181763,78.63036319231934,76.75336386600556,76.80914306640625,125522000
2020-05-27,76.66607534046294,77.28931196459057,75.92642542981746,77.14380645751953,112945200
2020-05-28,76.81885227689466,78.43637538186252,76.54239845998111,77.17776489257812,133560800
2020-05-29,77.42025271883264,77.88101390169892,76.74608448687897,77.10256958007812,153532400
2020-06-01,77.05651738496836,78.17204987996918,76.92556167189265,78.05079650878906,80791200
2020-06-02,77.78401795906733,78.43636152325215,77.34265402331467,78.412109375,87642800
2020-06-03,78.73221426577138,79.10567659978926,78.15989469149704,78.84376525878906,104491200
